Portfolio Name,Company Name,Asset Name,Sub-industry,Asset Type,Latitude,Longitude,Address,Asset ID,Country,Country Code,Realm,Biome,Ecosystem Functional Group,River Basin,Priority,Sensitive Locations,Biodiversity Importance (Aggregated),High Ecosystem Integrity (Aggregated),Decline in Ecosystem Integrity (Aggregated),Physical Water Risk (Aggregated),Ecosystem Services Provision (Aggregated)
SFI,Confidential,Confidential145,Diversified Metals & Mining,Mining,27.51354,106.895981,,19629,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.6633,0.2836,0.6633,0.4935,0.75,0.3666
SFI,Confidential,Confidential146,Diversified Metals & Mining,Mining,28.426844,104.719403,,19630,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,0,0.5559,0.4289,0.677,0.52,0.5,0.5559
SFI,Confidential,Confidential147,Diversified Metals & Mining,Mining,29.478591,106.593213,,19631,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Daba Mountains evergreen forests,Yangtze,0,0.5271,0.19,0.5271,0.3774,0.6259,0.3053
SFI,Confidential,Confidential148,Diversified Metals & Mining,Mining,41.919383,124.097255,,19632,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Manchurian mixed forests,Liao He,1,0.6931,0.0367,0.6931,0.4585,0.75,0.4336
SFI,Confidential,Confidential149,Diversified Metals & Mining,Mining,41.361209,123.715717,,19633,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Manchurian mixed forests,Liao He,0,0.5869,0.0388,0.5486,0.3957,0.75,0.5869
SFI,Confidential,Confidential150,Diversified Metals & Mining,Mining,42.117366,123.693935,,19634,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Northeast China Plain deciduous forests,Liao He,0,0.4689,0.0357,0.4689,0.3166,0.75,0.2795
SFI,Confidential,Confidential151,Diversified Metals & Mining,Mining,31.541073,119.588267,,19635,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.5083,0.2335,0.5083,0.3801,0.7401,0.3418
SFI,Confidential,Confidential152,Diversified Metals & Mining,Mining,33.409405,104.893022,,19636,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Qin Ling Mountains deciduous forests,Yalong Jiang,1,0.75,0.4143,0.875,0.5117,0.75,0.538
SFI,Confidential,Confidential153,Diversified Metals & Mining,Mining,21.692207,110.870937,,19637,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,South China Sea,0,0.543,0.1279,0.543,0.2157,0.5933,0.5352
SFI,Confidential,Confidential154,Diversified Metals & Mining,Mining,24.530418,115.86299,,19638,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,South China Sea,0,0.5514,0.0597,0.6874,0.5514,0.5285,0.4539
SFI,Confidential,Confidential155,Diversified Metals & Mining,Mining,23.302424,103.376217,,19639,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Indochina subtropical forests,Zhu Jiang,1,0.735,0.7072,0.8003,0.5226,0.735,0.4531
SFI,Confidential,Confidential156,Diversified Metals & Mining,Mining,36.341062,102.811812,,19640,China,CHN,Palearctic,Montane Grasslands & Shrublands,Southeast Tibet shrublands and meadows,Yellow River,1,0.727,0.0788,0.8664,0.5163,0.727,0.3779
SFI,Confidential,Confidential157,Diversified Metals & Mining,Mining,44.42682,129.482342,,19641,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Manchurian mixed forests,Amur,1,0.6231,0.0729,0.7045,0.3704,0.6231,0.3713
SFI,Confidential,Confidential158,Diversified Metals & Mining,Mining,39.922611,111.706638,,19642,China,CHN,Palearctic,Montane Grasslands & Shrublands,Ordos Plateau steppe,Yellow River,1,0.75,0.0212,0.7664,0.4997,0.75,0.2472
SFI,Confidential,Confidential159,Diversified Metals & Mining,Mining,30.064887,121.141022,,19643,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5459,0.377,0.5459,0.4292,0.632,0.4306
SFI,Confidential,Confidential160,Diversified Metals & Mining,Mining,38.535267,106.086429,,19644,China,CHN,Palearctic,Temperate Conifer Forests,Helanshan montane conifer forests,Yellow River,1,0.6827,0.028,0.6924,0.394,0.6827,0.1952
SFI,Confidential,Confidential161,Diversified Metals & Mining,Mining,34.808107,104.764615,,19645,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Central China Loess Plateau mixed forests,Yellow River,1,0.75,0.1463,0.8161,0.4956,0.75,0.3176
SFI,Confidential,Confidential162,Diversified Metals & Mining,Mining,37.436024,105.635785,,19646,China,CHN,Palearctic,Montane Grasslands & Shrublands,Ordos Plateau steppe,Yellow River,1,0.7267,0.7468,0.7267,0.5039,0.6967,0.1402
SFI,Confidential,Confidential163,Diversified Metals & Mining,Mining,31.720378,119.393717,,19647,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4822,0.0917,0.4822,0.4302,0.75,0.3609
SFI,Confidential,Confidential164,Diversified Metals & Mining,Mining,38.171953,114.218443,,19648,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Central China Loess Plateau mixed forests,Yellow Sea & East China Sea,0,0.4593,0.0297,0.4593,0.4357,1,0.3022
SFI,Confidential,Confidential165,Diversified Metals & Mining,Mining,41.355049,123.502592,,19649,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Manchurian mixed forests,Liao He,0,0.5415,0.0268,0.5415,0.3962,0.75,0.5071
SFI,Confidential,Confidential166,Diversified Metals & Mining,Mining,36.903221,101.741715,,19650,China,CHN,Palearctic,Montane Grasslands & Shrublands,Southeast Tibet shrublands and meadows,Yellow River,1,0.727,0.465,0.7581,0.398,0.727,0.4471
SFI,Confidential,Confidential167,Diversified Metals & Mining,Mining,29.476382,104.395483,,19651,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yangtze,0,0.5615,0.075,0.5615,0.4877,0.75,0.2782
SFI,Confidential,Confidential168,Diversified Metals & Mining,Mining,27.606108,106.971585,,19652,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.6682,0.2975,0.6682,0.5003,0.75,0.4089
SFI,Confidential,Confidential169,Diversified Metals & Mining,Mining,28.316772,106.257557,,19653,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.759,0.759,0.7676,0.5233,0.519,0.4191
SFI,Confidential,Confidential170,Diversified Metals & Mining,Mining,23.441647,112.873468,,19654,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,0,0.5511,0.154,0.5511,0.3906,0.5011,0.5711
SFI,Confidential,Confidential171,Diversified Metals & Mining,Mining,34.200773,107.770744,,19655,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow River,1,0.7075,0.6294,0.7075,0.4219,1,0.4548
SFI,Confidential,Confidential172,Diversified Metals & Mining,Mining,35.052998,109.049502,,19656,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Central China Loess Plateau mixed forests,Yellow River,1,0.7055,0.0119,0.7055,0.4908,0.75,0.3377
SFI,Confidential,Confidential173,Diversified Metals & Mining,Mining,36.819271,118.084607,,19657,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5302,0.0296,0.5302,0.4269,1,0.2174
SFI,Confidential,Confidential174,Diversified Metals & Mining,Mining,34.515155,117.495078,,19658,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.513,0.513,0.5069,0.3865,1,0.2113
SFI,Confidential,Confidential175,Diversified Metals & Mining,Mining,36.735359,118.097083,,19659,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5516,0.0292,0.5516,0.4339,1,0.2262
SFI,Confidential,Confidential176,Diversified Metals & Mining,Mining,34.523527,117.649026,,19660,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5105,0.3201,0.5105,0.4131,1,0.2011
SFI,Confidential,Confidential177,Diversified Metals & Mining,Mining,35.071625,109.581696,,19661,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow River,1,0.641,0.005,0.641,0.5032,0.75,0.4012
SFI,Confidential,Confidential178,Diversified Metals & Mining,Mining,35.107555,109.527744,,19662,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow River,1,0.6456,0.005,0.6456,0.498,0.75,0.2502
SFI,Confidential,Confidential179,Diversified Metals & Mining,Mining,33.897512,110.25638,,19663,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Qin Ling Mountains deciduous forests,Han Shui,1,0.6539,0.0438,0.7743,0.5691,0.6539,0.3948
SFI,Confidential,Confidential180,Diversified Metals & Mining,Mining,29.742323,104.784537,,19664,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yangtze,0,0.5796,0.0677,0.5796,0.4564,0.75,0.2416
SFI,Confidential,Confidential181,Diversified Metals & Mining,Mining,30.394521,106.840045,,19665,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yalong Jiang,0,0.532,0.0452,0.5964,0.4737,0.532,0.321
SFI,Confidential,Confidential182,Diversified Metals & Mining,Mining,30.467873,106.901423,,19666,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yalong Jiang,0,0.532,0.0452,0.5992,0.4629,0.532,0.3383
SFI,Confidential,Confidential183,Diversified Metals & Mining,Mining,29.924718,103.396921,,19667,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yangtze,1,0.6974,0.6974,0.6179,0.459,0.6326,0.7156
SFI,Confidential,Confidential184,Diversified Metals & Mining,Mining,30.344727,106.762879,,19668,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yalong Jiang,0,0.532,0.0452,0.592,0.4845,0.532,0.3112
SFI,Confidential,Confidential185,Diversified Metals & Mining,Mining,29.233457,103.900304,,19669,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yangtze,0,0.5408,0.4141,0.6473,0.4924,0.4936,0.5408
SFI,Confidential,Confidential186,Diversified Metals & Mining,Mining,29.491246,103.511867,,19670,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yangtze,1,0.7412,0.7981,0.6804,0.511,0.6091,0.7412
SFI,Confidential,Confidential187,Diversified Metals & Mining,Mining,30.065027,106.751738,,19671,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Daba Mountains evergreen forests,Yangtze,0,0.5328,0.0981,0.5328,0.4445,0.5975,0.3089
SFI,Confidential,Confidential188,Diversified Metals & Mining,Mining,26.625866,107.568138,,19672,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Xiang Jiang,0,0.5592,0.4745,0.7433,0.5065,0.5592,0.4406
SFI,Confidential,Confidential189,Diversified Metals & Mining,Mining,31.318555,104.522271,,19673,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yalong Jiang,0,0.5418,0.2856,0.5307,0.5418,0.75,0.463
SFI,Confidential,Confidential190,Diversified Metals & Mining,Mining,26.639871,102.6106,,19674,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Yangtze,1,0.6106,0.2525,0.8199,0.5148,0.5,0.6106
SFI,Confidential,Confidential191,Diversified Metals & Mining,Mining,29.757563,102.237912,,19675,China,CHN,Palearctic,Temperate Conifer Forests,Qionglai-Minshan conifer forests,Yangtze,1,0.8866,0.891,0.8866,0.5257,0.6091,0.8174
SFI,Confidential,Confidential192,Diversified Metals & Mining,Mining,30.083042,102.731675,,19676,China,CHN,Palearctic,Temperate Conifer Forests,Qionglai-Minshan conifer forests,Yangtze,1,0.8655,0.8655,0.7758,0.5425,0.6326,0.9418
SFI,Confidential,Confidential193,Diversified Metals & Mining,Mining,23.231542,112.818221,,19677,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,Zhu Jiang,0,0.5752,0.4472,0.5237,0.3682,0.5752,0.6068
SFI,Confidential,Confidential194,Diversified Metals & Mining,Mining,22.779399,100.881431,,19678,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Indochina subtropical forests,Mekong,0,0.5661,0.4285,0.8626,0.5578,0.5661,0.5513
SFI,Confidential,Confidential195,Diversified Metals & Mining,Mining,42.71127,93.440598,,19679,China,CHN,Palearctic,Deserts & Xeric Shrublands,Taklimakan desert,Tarim He & Tibetan Plateau,0,0.5566,0.0205,0.8587,0.5311,0.5566,0.2636
SFI,Confidential,Confidential196,Diversified Metals & Mining,Mining,42.394365,86.309503,,19680,China,CHN,Palearctic,Deserts & Xeric Shrublands,Taklimakan desert,Tarim He & Tibetan Plateau,1,0.8082,0.0298,0.837,0.4908,0.8082,0.2219
SFI,Confidential,Confidential197,Diversified Metals & Mining,Mining,35.480253,106.840563,,19681,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Central China Loess Plateau mixed forests,Yellow River,1,0.7292,0.1055,0.7292,0.4992,0.75,0.2578
SFI,Confidential,Confidential198,Diversified Metals & Mining,Mining,43.94182,87.657838,,19682,China,CHN,Palearctic,Deserts & Xeric Shrublands,Junggar Basin semi-desert,WMOBB 292,1,0.617,0.496,0.617,0.4331,0.75,0.2179
SFI,Confidential,Confidential199,Diversified Metals & Mining,Mining,31.482348,119.232616,,19683,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.5707,0.3725,0.5707,0.5515,0.75,0.4246
SFI,Confidential,Confidential200,Diversified Metals & Mining,Mining,36.440268,101.602884,,19684,China,CHN,Palearctic,Montane Grasslands & Shrublands,Central Tibetan Plateau alpine steppe,Yellow River,1,0.727,0.1301,0.7951,0.4638,0.727,0.4013
SFI,Confidential,Confidential201,Diversified Metals & Mining,Mining,31.508528,119.587413,,19685,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.5153,0.276,0.5153,0.381,0.7401,0.3484
SFI,Confidential,Confidential202,Diversified Metals & Mining,Mining,30.066305,111.478324,,19686,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Xiang Jiang,1,0.6541,0.1889,0.6544,0.4644,0.6541,0.3502
SFI,Confidential,Confidential203,Diversified Metals & Mining,Mining,19.236266,108.943118,,19687,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Hainan Island monsoon rain forests,South China Sea,1,0.7046,0.7046,0.5966,0.5481,0.7201,0.6665
SFI,Confidential,Confidential204,Diversified Metals & Mining,Mining,28.584661,104.102491,,19688,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.7145,0.8913,0.7145,0.5325,0.4791,0.6641
SFI,Confidential,Confidential205,Diversified Metals & Mining,Mining,36.035277,118.946918,,19689,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5408,0.044,0.5408,0.4599,1,0.1941
SFI,Confidential,Confidential206,Diversified Metals & Mining,Mining,37.877287,112.406201,,19690,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Central China Loess Plateau mixed forests,Yellow River,1,0.6349,0.0697,0.6349,0.4273,0.639,0.3198
SFI,Confidential,Confidential207,Diversified Metals & Mining,Mining,37.813566,112.739482,,19691,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Central China Loess Plateau mixed forests,Yellow River,1,0.6361,0.0701,0.6361,0.4253,0.75,0.3554
SFI,Confidential,Confidential208,Diversified Metals & Mining,Mining,34.783814,111.922144,,19692,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow River,0,0.5233,0.0432,0.5233,0.4783,0.75,0.2815
SFI,Confidential,Confidential209,Diversified Metals & Mining,Mining,35.445524,114.025604,,19693,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Central China Loess Plateau mixed forests,Yellow Sea & East China Sea,0,0.5062,0.0437,0.5062,0.4935,1,0.3655
SFI,Confidential,Confidential210,Diversified Metals & Mining,Mining,39.616455,106.904139,,19694,China,CHN,Palearctic,Montane Grasslands & Shrublands,Ordos Plateau steppe,Yellow River,0,0.5725,0.023,0.8066,0.4717,0.5725,0.1163
SFI,Confidential,Confidential211,Diversified Metals & Mining,Mining,31.133297,118.015041,,19695,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.5876,0.1546,0.5876,0.4321,0.6647,0.4825
SFI,Confidential,Confidential212,Diversified Metals & Mining,Mining,31.147839,118.007633,,19696,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.5858,0.1445,0.5858,0.4297,0.6647,0.484
SFI,Confidential,Confidential213,Diversified Metals & Mining,Mining,30.954477,113.181545,,19697,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Han Shui,1,0.6074,0.0539,0.6074,0.4994,0.75,0.2713
SFI,Confidential,Confidential214,Diversified Metals & Mining,Mining,26.188783,104.126264,,19698,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,1,0.6076,0.1524,0.7429,0.6076,0.5,0.6068
SFI,Confidential,Confidential215,Diversified Metals & Mining,Mining,26.348064,100.634499,,19699,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Yangtze,1,0.7886,0.3768,0.8667,0.5026,0.5654,0.7886
SFI,Confidential,Confidential216,Diversified Metals & Mining,Mining,23.360661,104.218378,,19700,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Red (Pacific Ocean),0,0.5664,0.287,0.789,0.4881,0.5,0.5664
SFI,Confidential,Confidential217,Diversified Metals & Mining,Mining,34.977981,117.479172,,19701,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5265,0.2572,0.5265,0.4276,1,0.2097
SFI,Confidential,Confidential218,Diversified Metals & Mining,Mining,29.840774,120.157322,,19702,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,1,0.6638,0.3614,0.6237,0.4226,0.75,0.6638
SFI,Confidential,Confidential219,Diversified Metals & Mining,Mining,26.398324,115.772449,,19703,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yangtze,0,0.5473,0.0769,0.7249,0.5272,0.5473,0.4686
SFI,Confidential,Confidential220,Diversified Metals & Mining,Mining,28.688992,118.549415,,19704,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5626,0.4901,0.7051,0.536,0.5626,0.531
SFI,Confidential,Confidential221,Diversified Metals & Mining,Mining,26.285565,116.935316,,19705,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5623,0.2125,0.7867,0.5391,0.5,0.5623
SFI,Confidential,Confidential222,Diversified Metals & Mining,Mining,29.186592,119.518273,,19706,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5626,0.1996,0.6487,0.4677,0.5626,0.505
SFI,Confidential,Confidential223,Diversified Metals & Mining,Mining,29.993451,119.676741,,19707,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,1,0.72,0.3153,0.72,0.4988,0.5666,0.8901
SFI,Confidential,Confidential224,Diversified Metals & Mining,Mining,30.608139,120.818497,,19708,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yellow Sea & East China Sea,0,0.4627,0.1281,0.4125,0.4627,0.75,0.2801
SFI,Confidential,Confidential225,Diversified Metals & Mining,Mining,34.523003,113.417567,,19709,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.4997,0.0404,0.4997,0.4767,1,0.1825
SFI,Confidential,Confidential226,Diversified Metals & Mining,Mining,36.564079,117.969002,,19710,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5854,0.0296,0.5854,0.4367,1,0.2435
SFI,Confidential,Confidential227,Diversified Metals & Mining,Mining,24.73991,116.182574,,19711,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,South China Sea,0,0.5285,0.0705,0.7216,0.5178,0.5285,0.512
SFI,Confidential,Confidential228,Diversified Metals & Mining,Mining,25.667275,100.333787,,19712,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Mekong,1,0.7083,0.4441,0.7895,0.4771,0.4817,0.7083
SFI,Confidential,Confidential229,Diversified Metals & Mining,Mining,26.016208,117.327571,,19713,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5409,0.2196,0.7654,0.5193,0.5,0.5409
SFI,Confidential,Confidential230,Diversified Metals & Mining,Mining,28.118723,104.556073,,19714,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.7107,0.7107,0.7283,0.5428,0.5,0.6299
SFI,Confidential,Confidential231,Diversified Metals & Mining,Mining,31.477346,117.928478,,19715,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.5644,0.0779,0.5644,0.3858,0.75,0.4262
SFI,Confidential,Confidential232,Diversified Metals & Mining,Mining,34.914015,109.02806,,19716,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Central China Loess Plateau mixed forests,Yellow River,1,0.686,0.0119,0.686,0.4791,0.75,0.3209
SFI,Confidential,Confidential233,Diversified Metals & Mining,Mining,37.910847,105.971828,,19717,China,CHN,Palearctic,Temperate Conifer Forests,Helanshan montane conifer forests,Yellow River,1,0.6967,0.0302,0.7486,0.45,0.6967,0.139
SFI,Confidential,Confidential234,Diversified Metals & Mining,Mining,39.857458,118.195767,,19718,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow Sea & East China Sea,0,0.5432,0.0429,0.5432,0.385,1,0.4359
SFI,Confidential,Confidential235,Diversified Metals & Mining,Mining,30.464008,106.898896,,19719,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yalong Jiang,0,0.532,0.0452,0.5988,0.4636,0.532,0.3374
SFI,Confidential,Confidential236,Diversified Metals & Mining,Mining,19.432906,109.343303,,19720,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Hainan Island monsoon rain forests,South China Sea,1,0.7172,0.6284,0.6901,0.5109,0.7201,0.7172
SFI,Confidential,Confidential237,Diversified Metals & Mining,Mining,22.087614,111.623528,,19721,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,South China Sea,1,0.6721,0.224,0.6721,0.5068,0.7775,0.6087
SFI,Confidential,Confidential238,Diversified Metals & Mining,Mining,22.630449,100.733924,,19722,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Indochina subtropical forests,Mekong,1,0.6822,0.5917,0.8667,0.5601,0.6822,0.5585
SFI,Confidential,Confidential239,Diversified Metals & Mining,Mining,22.721382,109.339116,,19723,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,Zhu Jiang,0,0.5016,0.1622,0.6277,0.479,0.5016,0.4784
SFI,Confidential,Confidential240,Diversified Metals & Mining,Mining,22.76761,110.420734,,19724,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,Zhu Jiang,0,0.5136,0.0384,0.668,0.5136,0.5074,0.5035
SFI,Confidential,Confidential241,Diversified Metals & Mining,Mining,22.776234,110.392181,,19725,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,Zhu Jiang,0,0.513,0.0412,0.6655,0.513,0.5074,0.4966
SFI,Confidential,Confidential242,Diversified Metals & Mining,Mining,23.027126,112.010304,,19726,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,0,0.5167,0.0411,0.6406,0.5165,0.5167,0.5057
SFI,Confidential,Confidential243,Diversified Metals & Mining,Mining,23.497317,110.4958,,19727,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,Zhu Jiang,0,0.5534,0.5202,0.669,0.5094,0.5017,0.5534
SFI,Confidential,Confidential244,Diversified Metals & Mining,Mining,23.522652,104.368038,,19728,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Red (Pacific Ocean),0,0.5,0.2234,0.7937,0.4784,0.5,0.4871
SFI,Confidential,Confidential245,Diversified Metals & Mining,Mining,23.553293,107.113657,,19729,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,Zhu Jiang,1,0.6909,0.173,0.6909,0.5168,0.75,0.5404
SFI,Confidential,Confidential246,Diversified Metals & Mining,Mining,23.610516,114.204986,,19730,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,1,0.6473,0.4682,0.6473,0.5173,0.5356,0.7119
SFI,Confidential,Confidential247,Diversified Metals & Mining,Mining,23.613065,102.874699,,19731,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,Zhu Jiang,1,0.735,0.5625,0.7818,0.4567,0.735,0.4356
SFI,Confidential,Confidential248,Diversified Metals & Mining,Mining,23.61707,114.389426,,19732,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,1,0.6556,0.2595,0.6556,0.5191,0.5396,0.6956
